2025-08-16 01:30:19 | INFO | train | Output directory: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai
2025-08-16 01:32:07 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch3_step368.pt
2025-08-16 01:32:07 | INFO | train | epoch=4 step=24/115 global_step=369 loss=0.6898 batch_acc=0.5625 lr=0.000989193 time=0.041s ips=3123/s
2025-08-16 01:32:07 | INFO | train | epoch=4 step=25/115 global_step=370 loss=0.6584 batch_acc=0.6016 lr=0.000989037 time=0.041s ips=3124/s
2025-08-16 01:32:07 | INFO | train | epoch=4 step=26/115 global_step=371 loss=0.6925 batch_acc=0.5312 lr=0.000988881 time=0.041s ips=3123/s
2025-08-16 01:32:07 | INFO | train | epoch=4 step=27/115 global_step=372 loss=0.6546 batch_acc=0.6484 lr=0.000988723 time=0.038s ips=3378/s
2025-08-16 01:32:07 | INFO | train | epoch=4 step=28/115 global_step=373 loss=0.6595 batch_acc=0.6094 lr=0.000988564 time=0.037s ips=3460/s
2025-08-16 01:32:07 | INFO | train | epoch=4 step=29/115 global_step=374 loss=0.6546 batch_acc=0.7109 lr=0.000988404 time=0.037s ips=3492/s
2025-08-16 01:32:07 | INFO | train | epoch=4 step=30/115 global_step=375 loss=0.6269 batch_acc=0.6797 lr=0.000988243 time=0.037s ips=3490/s
2025-08-16 01:32:07 | INFO | train | epoch=4 step=31/115 global_step=376 loss=0.6586 batch_acc=0.6250 lr=0.000988081 time=0.036s ips=3542/s
2025-08-16 01:32:08 | INFO | train | epoch=4 step=32/115 global_step=377 loss=0.6610 batch_acc=0.6719 lr=0.000987918 time=0.036s ips=3544/s
2025-08-16 01:32:08 | INFO | train | epoch=4 step=33/115 global_step=378 loss=0.6775 batch_acc=0.5859 lr=0.000987754 time=0.036s ips=3539/s
2025-08-16 01:32:08 | INFO | train | epoch=4 step=34/115 global_step=379 loss=0.6700 batch_acc=0.5625 lr=0.000987588 time=0.036s ips=3533/s
2025-08-16 01:32:08 | INFO | train | epoch=4 step=35/115 global_step=380 loss=0.6527 batch_acc=0.6484 lr=0.000987422 time=0.036s ips=3537/s
2025-08-16 01:32:08 | INFO | train | epoch=4 step=36/115 global_step=381 loss=0.6483 batch_acc=0.6250 lr=0.000987255 time=0.036s ips=3543/s
2025-08-16 01:32:09 | INFO | train | epoch=4 step=37/115 global_step=382 loss=0.7273 batch_acc=0.5234 lr=0.000987086 time=0.036s ips=3536/s
2025-08-16 01:32:09 | INFO | train | epoch=4 step=38/115 global_step=383 loss=0.7156 batch_acc=0.5312 lr=0.000986916 time=0.037s ips=3503/s
2025-08-16 01:32:09 | INFO | train | epoch=4 step=39/115 global_step=384 loss=0.6775 batch_acc=0.5781 lr=0.000986745 time=0.036s ips=3543/s
2025-08-16 01:32:09 | INFO | train | epoch=4 step=40/115 global_step=385 loss=0.6615 batch_acc=0.6172 lr=0.000986573 time=0.036s ips=3538/s
2025-08-16 01:32:10 | INFO | train | epoch=4 step=41/115 global_step=386 loss=0.6425 batch_acc=0.6094 lr=0.0009864 time=0.036s ips=3542/s
2025-08-16 01:32:10 | INFO | train | epoch=4 step=42/115 global_step=387 loss=0.6322 batch_acc=0.7188 lr=0.000986226 time=0.037s ips=3480/s
2025-08-16 01:32:10 | INFO | train | epoch=4 step=43/115 global_step=388 loss=0.6489 batch_acc=0.6328 lr=0.000986051 time=0.036s ips=3517/s
2025-08-16 01:32:10 | INFO | train | epoch=4 step=44/115 global_step=389 loss=0.6657 batch_acc=0.6484 lr=0.000985875 time=0.036s ips=3542/s
2025-08-16 01:32:11 | INFO | train | epoch=4 step=45/115 global_step=390 loss=0.6199 batch_acc=0.6719 lr=0.000985698 time=0.036s ips=3539/s
2025-08-16 01:32:11 | INFO | train | epoch=4 step=46/115 global_step=391 loss=0.6516 batch_acc=0.6406 lr=0.000985519 time=0.036s ips=3515/s
2025-08-16 01:32:12 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch3_step391.pt
2025-08-16 01:32:12 | INFO | train | epoch=4 step=47/115 global_step=392 loss=0.6418 batch_acc=0.6328 lr=0.00098534 time=0.041s ips=3122/s
2025-08-16 01:32:12 | INFO | train | epoch=4 step=48/115 global_step=393 loss=0.6528 batch_acc=0.6562 lr=0.000985159 time=0.041s ips=3125/s
2025-08-16 01:32:12 | INFO | train | epoch=4 step=49/115 global_step=394 loss=0.6442 batch_acc=0.6406 lr=0.000984977 time=0.041s ips=3126/s
2025-08-16 01:32:12 | INFO | train | epoch=4 step=50/115 global_step=395 loss=0.6448 batch_acc=0.6328 lr=0.000984794 time=0.041s ips=3122/s
2025-08-16 01:32:12 | INFO | train | epoch=4 step=51/115 global_step=396 loss=0.6862 batch_acc=0.5703 lr=0.000984611 time=0.038s ips=3404/s
2025-08-16 01:32:12 | INFO | train | epoch=4 step=52/115 global_step=397 loss=0.6414 batch_acc=0.6016 lr=0.000984426 time=0.036s ips=3542/s
2025-08-16 01:32:13 | INFO | train | epoch=4 step=53/115 global_step=398 loss=0.6830 batch_acc=0.5938 lr=0.00098424 time=0.036s ips=3539/s
2025-08-16 01:32:13 | INFO | train | epoch=4 step=54/115 global_step=399 loss=0.7043 batch_acc=0.5547 lr=0.000984052 time=0.037s ips=3484/s
2025-08-16 01:32:13 | INFO | train | epoch=4 step=55/115 global_step=400 loss=0.6355 batch_acc=0.6562 lr=0.000983864 time=0.036s ips=3546/s
2025-08-16 01:32:14 | INFO | train | epoch=4 step=56/115 global_step=401 loss=0.6877 batch_acc=0.6016 lr=0.000983675 time=0.036s ips=3547/s
2025-08-16 01:32:14 | INFO | train | epoch=4 step=57/115 global_step=402 loss=0.6757 batch_acc=0.6016 lr=0.000983484 time=0.037s ips=3485/s
2025-08-16 01:32:14 | INFO | train | epoch=4 step=58/115 global_step=403 loss=0.6621 batch_acc=0.6016 lr=0.000983293 time=0.037s ips=3492/s
2025-08-16 01:32:14 | INFO | train | epoch=4 step=59/115 global_step=404 loss=0.6408 batch_acc=0.6406 lr=0.0009831 time=0.036s ips=3544/s
2025-08-16 01:32:14 | INFO | train | epoch=4 step=60/115 global_step=405 loss=0.6597 batch_acc=0.6328 lr=0.000982907 time=0.036s ips=3542/s
2025-08-16 01:32:14 | INFO | train | epoch=4 step=61/115 global_step=406 loss=0.6494 batch_acc=0.6016 lr=0.000982712 time=0.037s ips=3489/s
2025-08-16 01:32:14 | INFO | train | epoch=4 step=62/115 global_step=407 loss=0.6565 batch_acc=0.6094 lr=0.000982516 time=0.036s ips=3518/s
2025-08-16 01:32:15 | INFO | train | epoch=4 step=63/115 global_step=408 loss=0.6608 batch_acc=0.6250 lr=0.000982319 time=0.036s ips=3536/s
2025-08-16 01:32:15 | INFO | train | epoch=4 step=64/115 global_step=409 loss=0.6640 batch_acc=0.6484 lr=0.000982121 time=0.036s ips=3544/s
2025-08-16 01:32:15 | INFO | train | epoch=4 step=65/115 global_step=410 loss=0.6332 batch_acc=0.6875 lr=0.000981922 time=0.037s ips=3490/s
2025-08-16 01:32:15 | INFO | train | epoch=4 step=66/115 global_step=411 loss=0.6697 batch_acc=0.6094 lr=0.000981722 time=0.036s ips=3512/s
2025-08-16 01:32:16 | INFO | train | epoch=4 step=67/115 global_step=412 loss=0.6407 batch_acc=0.6797 lr=0.000981521 time=0.036s ips=3544/s
2025-08-16 01:32:16 | INFO | train | epoch=4 step=68/115 global_step=413 loss=0.6419 batch_acc=0.6328 lr=0.000981318 time=0.036s ips=3545/s
2025-08-16 01:32:16 | INFO | train | epoch=4 step=69/115 global_step=414 loss=0.6810 batch_acc=0.5859 lr=0.000981115 time=0.036s ips=3529/s
2025-08-16 01:32:18 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch3_step414.pt
2025-08-16 01:32:18 | INFO | train | epoch=4 step=70/115 global_step=415 loss=0.6315 batch_acc=0.6719 lr=0.000980911 time=0.041s ips=3120/s
2025-08-16 01:32:18 | INFO | train | epoch=4 step=71/115 global_step=416 loss=0.7074 batch_acc=0.5703 lr=0.000980705 time=0.041s ips=3124/s
2025-08-16 01:32:18 | INFO | train | epoch=4 step=72/115 global_step=417 loss=0.6610 batch_acc=0.6094 lr=0.000980498 time=0.041s ips=3125/s
2025-08-16 01:32:18 | INFO | train | epoch=4 step=73/115 global_step=418 loss=0.7091 batch_acc=0.5703 lr=0.000980291 time=0.041s ips=3158/s
2025-08-16 01:32:18 | INFO | train | epoch=4 step=74/115 global_step=419 loss=0.6650 batch_acc=0.6484 lr=0.000980082 time=0.037s ips=3448/s
2025-08-16 01:32:18 | INFO | train | epoch=4 step=75/115 global_step=420 loss=0.6623 batch_acc=0.6172 lr=0.000979872 time=0.037s ips=3458/s
2025-08-16 01:32:18 | INFO | train | epoch=4 step=76/115 global_step=421 loss=0.6561 batch_acc=0.6484 lr=0.000979661 time=0.036s ips=3537/s
2025-08-16 01:32:18 | INFO | train | epoch=4 step=77/115 global_step=422 loss=0.6460 batch_acc=0.6172 lr=0.000979449 time=0.036s ips=3528/s
2025-08-16 01:32:19 | INFO | train | epoch=4 step=78/115 global_step=423 loss=0.6937 batch_acc=0.5625 lr=0.000979236 time=0.036s ips=3541/s
2025-08-16 01:32:19 | INFO | train | epoch=4 step=79/115 global_step=424 loss=0.6801 batch_acc=0.5781 lr=0.000979022 time=0.037s ips=3496/s
2025-08-16 01:32:19 | INFO | train | epoch=4 step=80/115 global_step=425 loss=0.6730 batch_acc=0.5781 lr=0.000978807 time=0.036s ips=3540/s
2025-08-16 01:32:19 | INFO | train | epoch=4 step=81/115 global_step=426 loss=0.6735 batch_acc=0.6172 lr=0.00097859 time=0.037s ips=3500/s
2025-08-16 01:32:20 | INFO | train | epoch=4 step=82/115 global_step=427 loss=0.6590 batch_acc=0.6016 lr=0.000978373 time=0.036s ips=3541/s
2025-08-16 01:32:20 | INFO | train | epoch=4 step=83/115 global_step=428 loss=0.6599 batch_acc=0.6094 lr=0.000978154 time=0.036s ips=3542/s
2025-08-16 01:32:20 | INFO | train | epoch=4 step=84/115 global_step=429 loss=0.6862 batch_acc=0.5781 lr=0.000977935 time=0.036s ips=3509/s
2025-08-16 01:32:20 | INFO | train | epoch=4 step=85/115 global_step=430 loss=0.6817 batch_acc=0.6172 lr=0.000977714 time=0.039s ips=3263/s
2025-08-16 01:32:21 | INFO | train | epoch=4 step=86/115 global_step=431 loss=0.6311 batch_acc=0.6875 lr=0.000977493 time=0.041s ips=3125/s
2025-08-16 01:32:21 | INFO | train | epoch=4 step=87/115 global_step=432 loss=0.6588 batch_acc=0.6172 lr=0.00097727 time=0.041s ips=3128/s
2025-08-16 01:32:21 | INFO | train | epoch=4 step=88/115 global_step=433 loss=0.6571 batch_acc=0.6719 lr=0.000977046 time=0.041s ips=3107/s
2025-08-16 01:32:21 | INFO | train | epoch=4 step=89/115 global_step=434 loss=0.6484 batch_acc=0.6016 lr=0.000976821 time=0.041s ips=3107/s
2025-08-16 01:32:21 | INFO | train | epoch=4 step=90/115 global_step=435 loss=0.6585 batch_acc=0.6328 lr=0.000976595 time=0.041s ips=3125/s
2025-08-16 01:32:21 | INFO | train | epoch=4 step=91/115 global_step=436 loss=0.6383 batch_acc=0.6172 lr=0.000976368 time=0.041s ips=3129/s
2025-08-16 01:32:22 | INFO | train | epoch=4 step=92/115 global_step=437 loss=0.6337 batch_acc=0.6953 lr=0.00097614 time=0.041s ips=3144/s
2025-08-16 01:32:23 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch3_step437.pt
2025-08-16 01:32:23 | INFO | train | epoch=4 step=93/115 global_step=438 loss=0.6584 batch_acc=0.6250 lr=0.000975911 time=0.041s ips=3121/s
2025-08-16 01:32:23 | INFO | train | epoch=4 step=94/115 global_step=439 loss=0.6363 batch_acc=0.7109 lr=0.000975681 time=0.041s ips=3120/s
2025-08-16 01:32:23 | INFO | train | epoch=4 step=95/115 global_step=440 loss=0.6736 batch_acc=0.5938 lr=0.000975449 time=0.041s ips=3126/s
2025-08-16 01:32:23 | INFO | train | epoch=4 step=96/115 global_step=441 loss=0.6522 batch_acc=0.6094 lr=0.000975217 time=0.041s ips=3123/s
2025-08-16 01:32:23 | INFO | train | epoch=4 step=97/115 global_step=442 loss=0.6933 batch_acc=0.6094 lr=0.000974984 time=0.041s ips=3125/s
2025-08-16 01:32:23 | INFO | train | epoch=4 step=98/115 global_step=443 loss=0.6449 batch_acc=0.6328 lr=0.000974749 time=0.036s ips=3543/s
2025-08-16 01:32:24 | INFO | train | epoch=4 step=99/115 global_step=444 loss=0.6361 batch_acc=0.6719 lr=0.000974513 time=0.037s ips=3492/s
2025-08-16 01:32:24 | INFO | train | epoch=4 step=100/115 global_step=445 loss=0.6759 batch_acc=0.5781 lr=0.000974277 time=0.036s ips=3539/s
2025-08-16 01:32:24 | INFO | train | epoch=4 step=101/115 global_step=446 loss=0.6612 batch_acc=0.6094 lr=0.000974039 time=0.036s ips=3537/s
2025-08-16 01:32:24 | INFO | train | epoch=4 step=102/115 global_step=447 loss=0.6251 batch_acc=0.6484 lr=0.0009738 time=0.036s ips=3544/s
2025-08-16 01:32:24 | INFO | train | epoch=4 step=103/115 global_step=448 loss=0.6709 batch_acc=0.6016 lr=0.000973561 time=0.037s ips=3503/s
2025-08-16 01:32:25 | INFO | train | epoch=4 step=104/115 global_step=449 loss=0.6602 batch_acc=0.6484 lr=0.00097332 time=0.036s ips=3519/s
2025-08-16 01:32:25 | INFO | train | epoch=4 step=105/115 global_step=450 loss=0.6816 batch_acc=0.5938 lr=0.000973078 time=0.036s ips=3541/s
2025-08-16 01:32:25 | INFO | train | epoch=4 step=106/115 global_step=451 loss=0.6916 batch_acc=0.5547 lr=0.000972835 time=0.037s ips=3494/s
2025-08-16 01:32:25 | INFO | train | epoch=4 step=107/115 global_step=452 loss=0.6345 batch_acc=0.6406 lr=0.000972591 time=0.037s ips=3494/s
2025-08-16 01:32:25 | INFO | train | epoch=4 step=108/115 global_step=453 loss=0.6296 batch_acc=0.6562 lr=0.000972346 time=0.037s ips=3474/s
2025-08-16 01:32:26 | INFO | train | epoch=4 step=109/115 global_step=454 loss=0.6676 batch_acc=0.6094 lr=0.000972099 time=0.036s ips=3545/s
2025-08-16 01:32:26 | INFO | train | epoch=4 step=110/115 global_step=455 loss=0.6457 batch_acc=0.6250 lr=0.000971852 time=0.038s ips=3364/s
2025-08-16 01:32:26 | INFO | train | epoch=4 step=111/115 global_step=456 loss=0.6607 batch_acc=0.6406 lr=0.000971604 time=0.041s ips=3090/s
2025-08-16 01:32:26 | INFO | train | epoch=4 step=112/115 global_step=457 loss=0.6667 batch_acc=0.6016 lr=0.000971355 time=0.041s ips=3095/s
2025-08-16 01:32:27 | INFO | train | epoch=4 step=113/115 global_step=458 loss=0.6450 batch_acc=0.6562 lr=0.000971104 time=0.037s ips=3453/s
2025-08-16 01:32:27 | INFO | train | epoch=4 step=114/115 global_step=459 loss=0.6593 batch_acc=0.6094 lr=0.000970853 time=0.037s ips=3444/s
2025-08-16 01:32:27 | INFO | train | epoch=4 step=115/115 global_step=460 loss=0.6936 batch_acc=0.5714 lr=0.0009706 time=0.023s ips=3013/s
2025-08-16 01:32:29 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch3_step460.pt
2025-08-16 01:32:31 | INFO | train | Train: loss=0.6610 acc=0.6227 samples=14662 steps=115 time=29.65s | Val: loss=0.6814 acc=0.6009 samples=862 time=1.97s
2025-08-16 01:32:32 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch3_step460.pt
2025-08-16 01:32:32 | INFO | train | Epoch 5/20
2025-08-16 01:32:33 | INFO | train | epoch=5 step=1/115 global_step=461 loss=0.6021 batch_acc=0.7734 lr=0.000970347 time=0.041s ips=3086/s
2025-08-16 01:32:33 | INFO | train | epoch=5 step=2/115 global_step=462 loss=0.6800 batch_acc=0.5703 lr=0.000970092 time=0.041s ips=3126/s
2025-08-16 01:32:33 | INFO | train | epoch=5 step=3/115 global_step=463 loss=0.6762 batch_acc=0.6094 lr=0.000969836 time=0.041s ips=3106/s
2025-08-16 01:32:33 | INFO | train | epoch=5 step=4/115 global_step=464 loss=0.6340 batch_acc=0.6641 lr=0.00096958 time=0.041s ips=3093/s
2025-08-16 01:32:34 | INFO | train | epoch=5 step=5/115 global_step=465 loss=0.6531 batch_acc=0.6406 lr=0.000969322 time=0.041s ips=3157/s
2025-08-16 01:32:34 | INFO | train | epoch=5 step=6/115 global_step=466 loss=0.6487 batch_acc=0.6250 lr=0.000969063 time=0.040s ips=3166/s
2025-08-16 01:32:34 | INFO | train | epoch=5 step=7/115 global_step=467 loss=0.6604 batch_acc=0.5781 lr=0.000968803 time=0.040s ips=3167/s
2025-08-16 01:32:34 | INFO | train | epoch=5 step=8/115 global_step=468 loss=0.6446 batch_acc=0.6406 lr=0.000968542 time=0.040s ips=3163/s
2025-08-16 01:32:35 | INFO | train | epoch=5 step=9/115 global_step=469 loss=0.6407 batch_acc=0.6250 lr=0.00096828 time=0.036s ips=3545/s
2025-08-16 01:32:35 | INFO | train | epoch=5 step=10/115 global_step=470 loss=0.6653 batch_acc=0.6172 lr=0.000968017 time=0.036s ips=3530/s
2025-08-16 01:32:35 | INFO | train | epoch=5 step=11/115 global_step=471 loss=0.6529 batch_acc=0.6016 lr=0.000967753 time=0.036s ips=3516/s
2025-08-16 01:32:35 | INFO | train | epoch=5 step=12/115 global_step=472 loss=0.6899 batch_acc=0.5781 lr=0.000967488 time=0.037s ips=3483/s
2025-08-16 01:32:36 | INFO | train | epoch=5 step=13/115 global_step=473 loss=0.6117 batch_acc=0.6875 lr=0.000967222 time=0.036s ips=3543/s
2025-08-16 01:32:36 | INFO | train | epoch=5 step=14/115 global_step=474 loss=0.6089 batch_acc=0.7031 lr=0.000966954 time=0.037s ips=3492/s
2025-08-16 01:32:36 | INFO | train | epoch=5 step=15/115 global_step=475 loss=0.6314 batch_acc=0.6172 lr=0.000966686 time=0.036s ips=3537/s
2025-08-16 01:32:36 | INFO | train | epoch=5 step=16/115 global_step=476 loss=0.6618 batch_acc=0.6094 lr=0.000966417 time=0.037s ips=3487/s
2025-08-16 01:32:37 | INFO | train | epoch=5 step=17/115 global_step=477 loss=0.6494 batch_acc=0.6406 lr=0.000966146 time=0.036s ips=3546/s
2025-08-16 01:32:37 | INFO | train | epoch=5 step=18/115 global_step=478 loss=0.6797 batch_acc=0.5234 lr=0.000965875 time=0.037s ips=3484/s
2025-08-16 01:32:37 | INFO | train | epoch=5 step=19/115 global_step=479 loss=0.6936 batch_acc=0.5547 lr=0.000965602 time=0.036s ips=3544/s
2025-08-16 01:32:37 | INFO | train | epoch=5 step=20/115 global_step=480 loss=0.6581 batch_acc=0.6094 lr=0.000965329 time=0.037s ips=3457/s
2025-08-16 01:32:38 | INFO | train | epoch=5 step=21/115 global_step=481 loss=0.6822 batch_acc=0.5938 lr=0.000965054 time=0.041s ips=3093/s
2025-08-16 01:32:38 | INFO | train | epoch=5 step=22/115 global_step=482 loss=0.6727 batch_acc=0.6094 lr=0.000964779 time=0.041s ips=3128/s
2025-08-16 01:32:38 | INFO | train | epoch=5 step=23/115 global_step=483 loss=0.6315 batch_acc=0.6875 lr=0.000964502 time=0.041s ips=3096/s
2025-08-16 01:32:39 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch4_step483.pt
2025-08-16 01:32:39 | INFO | train | epoch=5 step=24/115 global_step=484 loss=0.6235 batch_acc=0.7031 lr=0.000964224 time=0.041s ips=3118/s
2025-08-16 01:32:39 | INFO | train | epoch=5 step=25/115 global_step=485 loss=0.6314 batch_acc=0.6406 lr=0.000963946 time=0.041s ips=3123/s
2025-08-16 01:32:39 | INFO | train | epoch=5 step=26/115 global_step=486 loss=0.6322 batch_acc=0.6094 lr=0.000963666 time=0.040s ips=3178/s
2025-08-16 01:32:40 | INFO | train | epoch=5 step=27/115 global_step=487 loss=0.6257 batch_acc=0.6719 lr=0.000963385 time=0.037s ips=3438/s
2025-08-16 01:32:40 | INFO | train | epoch=5 step=28/115 global_step=488 loss=0.6322 batch_acc=0.7031 lr=0.000963103 time=0.037s ips=3481/s
2025-08-16 01:32:40 | INFO | train | epoch=5 step=29/115 global_step=489 loss=0.6759 batch_acc=0.5625 lr=0.00096282 time=0.037s ips=3506/s
2025-08-16 01:32:40 | INFO | train | epoch=5 step=30/115 global_step=490 loss=0.6802 batch_acc=0.5703 lr=0.000962537 time=0.036s ips=3520/s
2025-08-16 01:32:40 | INFO | train | epoch=5 step=31/115 global_step=491 loss=0.6886 batch_acc=0.5625 lr=0.000962252 time=0.036s ips=3542/s
2025-08-16 01:32:40 | INFO | train | epoch=5 step=32/115 global_step=492 loss=0.6128 batch_acc=0.6641 lr=0.000961966 time=0.036s ips=3524/s
2025-08-16 01:32:41 | INFO | train | epoch=5 step=33/115 global_step=493 loss=0.6671 batch_acc=0.6484 lr=0.000961679 time=0.036s ips=3544/s
2025-08-16 01:32:41 | INFO | train | epoch=5 step=34/115 global_step=494 loss=0.6815 batch_acc=0.6328 lr=0.000961391 time=0.037s ips=3490/s
2025-08-16 01:32:41 | INFO | train | epoch=5 step=35/115 global_step=495 loss=0.6939 batch_acc=0.5781 lr=0.000961101 time=0.037s ips=3463/s
2025-08-16 01:32:41 | INFO | train | epoch=5 step=36/115 global_step=496 loss=0.6565 batch_acc=0.6484 lr=0.000960811 time=0.036s ips=3530/s
2025-08-16 01:32:42 | INFO | train | epoch=5 step=37/115 global_step=497 loss=0.6850 batch_acc=0.5938 lr=0.00096052 time=0.041s ips=3085/s
2025-08-16 01:32:42 | INFO | train | epoch=5 step=38/115 global_step=498 loss=0.6347 batch_acc=0.6641 lr=0.000960228 time=0.041s ips=3126/s
2025-08-16 01:32:42 | INFO | train | epoch=5 step=39/115 global_step=499 loss=0.7029 batch_acc=0.5469 lr=0.000959935 time=0.041s ips=3128/s
2025-08-16 01:32:42 | INFO | train | epoch=5 step=40/115 global_step=500 loss=0.6837 batch_acc=0.5781 lr=0.000959641 time=0.036s ips=3547/s
2025-08-16 01:32:42 | INFO | train | epoch=5 step=41/115 global_step=501 loss=0.6997 batch_acc=0.5703 lr=0.000959345 time=0.036s ips=3542/s
2025-08-16 01:32:43 | INFO | train | epoch=5 step=42/115 global_step=502 loss=0.6901 batch_acc=0.5703 lr=0.000959049 time=0.037s ips=3479/s
2025-08-16 01:32:43 | INFO | train | epoch=5 step=43/115 global_step=503 loss=0.6426 batch_acc=0.6328 lr=0.000958752 time=0.037s ips=3499/s
2025-08-16 01:32:43 | INFO | train | epoch=5 step=44/115 global_step=504 loss=0.6475 batch_acc=0.6094 lr=0.000958453 time=0.036s ips=3544/s
2025-08-16 01:32:44 | INFO | train | epoch=5 step=45/115 global_step=505 loss=0.6275 batch_acc=0.6250 lr=0.000958154 time=0.041s ips=3087/s
2025-08-16 01:32:44 | INFO | train | epoch=5 step=46/115 global_step=506 loss=0.6736 batch_acc=0.5625 lr=0.000957853 time=0.041s ips=3088/s
2025-08-16 01:32:45 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch4_step506.pt
2025-08-16 01:32:45 | INFO | train | epoch=5 step=47/115 global_step=507 loss=0.6636 batch_acc=0.6016 lr=0.000957552 time=0.039s ips=3314/s
2025-08-16 01:32:45 | INFO | train | epoch=5 step=48/115 global_step=508 loss=0.6709 batch_acc=0.5625 lr=0.000957249 time=0.039s ips=3319/s
2025-08-16 01:32:45 | INFO | train | epoch=5 step=49/115 global_step=509 loss=0.6728 batch_acc=0.6172 lr=0.000956946 time=0.039s ips=3318/s
2025-08-16 01:32:45 | INFO | train | epoch=5 step=50/115 global_step=510 loss=0.6837 batch_acc=0.5391 lr=0.000956641 time=0.039s ips=3323/s
2025-08-16 01:32:45 | INFO | train | epoch=5 step=51/115 global_step=511 loss=0.6612 batch_acc=0.6172 lr=0.000956336 time=0.039s ips=3321/s
2025-08-16 01:32:45 | INFO | train | epoch=5 step=52/115 global_step=512 loss=0.6094 batch_acc=0.7188 lr=0.000956029 time=0.039s ips=3316/s
2025-08-16 01:32:46 | INFO | train | epoch=5 step=53/115 global_step=513 loss=0.6761 batch_acc=0.5859 lr=0.000955722 time=0.036s ips=3533/s
2025-08-16 01:32:46 | INFO | train | epoch=5 step=54/115 global_step=514 loss=0.6901 batch_acc=0.5625 lr=0.000955413 time=0.036s ips=3520/s
2025-08-16 01:32:46 | INFO | train | epoch=5 step=55/115 global_step=515 loss=0.6454 batch_acc=0.6562 lr=0.000955104 time=0.036s ips=3535/s
2025-08-16 01:32:46 | INFO | train | epoch=5 step=56/115 global_step=516 loss=0.6556 batch_acc=0.6094 lr=0.000954793 time=0.036s ips=3518/s
2025-08-16 01:32:47 | INFO | train | epoch=5 step=57/115 global_step=517 loss=0.6809 batch_acc=0.5625 lr=0.000954481 time=0.036s ips=3551/s
2025-08-16 01:32:47 | INFO | train | epoch=5 step=58/115 global_step=518 loss=0.6596 batch_acc=0.5703 lr=0.000954169 time=0.037s ips=3492/s
2025-08-16 01:32:47 | INFO | train | epoch=5 step=59/115 global_step=519 loss=0.6555 batch_acc=0.6172 lr=0.000953855 time=0.036s ips=3539/s
2025-08-16 01:32:47 | INFO | train | epoch=5 step=60/115 global_step=520 loss=0.6858 batch_acc=0.5781 lr=0.00095354 time=0.037s ips=3483/s
2025-08-16 01:32:47 | INFO | train | epoch=5 step=61/115 global_step=521 loss=0.6650 batch_acc=0.5859 lr=0.000953224 time=0.040s ips=3232/s
2025-08-16 01:32:47 | INFO | train | epoch=5 step=62/115 global_step=522 loss=0.6370 batch_acc=0.6484 lr=0.000952908 time=0.039s ips=3270/s
2025-08-16 01:32:48 | INFO | train | epoch=5 step=63/115 global_step=523 loss=0.6537 batch_acc=0.6094 lr=0.00095259 time=0.041s ips=3085/s
2025-08-16 01:32:48 | INFO | train | epoch=5 step=64/115 global_step=524 loss=0.6340 batch_acc=0.6562 lr=0.000952271 time=0.041s ips=3125/s
2025-08-16 01:32:49 | INFO | train | epoch=5 step=65/115 global_step=525 loss=0.6780 batch_acc=0.5859 lr=0.000951951 time=0.041s ips=3121/s
2025-08-16 01:32:49 | INFO | train | epoch=5 step=66/115 global_step=526 loss=0.6364 batch_acc=0.6484 lr=0.000951631 time=0.041s ips=3128/s
2025-08-16 01:32:49 | INFO | train | epoch=5 step=67/115 global_step=527 loss=0.6498 batch_acc=0.6328 lr=0.000951309 time=0.041s ips=3107/s
2025-08-16 01:32:49 | INFO | train | epoch=5 step=68/115 global_step=528 loss=0.6348 batch_acc=0.6484 lr=0.000950986 time=0.041s ips=3106/s
