class,rank,num_true,num_models,acc_percent,image_path
spatula,2804,912,1023,89.150,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/dd4d4ca89dc64de.png"
spatula,12501,47,1023,4.594,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/ac77d6e9411d4a6.png"
spatula,10336,133,1023,13.001,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/c0b2bf8ee56745d.png"
spatula,17079,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/5dc11e2724e242d.png"
spatula,2899,905,1023,88.465,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/de7c0a4dc53d49f.png"
spatula,4310,767,1023,74.976,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/a1fecccb6ec2438.png"
spatula,8112,317,1023,30.987,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/724c1afe596c409.png"
spatula,4048,795,1023,77.713,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/9172daa431ce483.png"
spatula,1515,988,1023,96.579,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/a470c78719f3439.png"
spatula,326,1021,1023,99.804,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/3d2d9f0b7633453.png"
spatula,4821,708,1023,69.208,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/934525e0b5c0407.png"
spatula,1203,1000,1023,97.752,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/56f0edae6e3c487.png"
spatula,11035,99,1023,9.677,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/78c93c98c5124b6.png"
spatula,6632,486,1023,47.507,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/3c2c99610ce0497.png"
spatula,6741,473,1023,46.237,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/21c96ac0000347c.png"
spatula,10854,108,1023,10.557,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/94aea5c6ca1d4c3.png"
spatula,1774,976,1023,95.406,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/fbf88cc8a70f472.png"
spatula,703,1015,1023,99.218,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/5fe2f26cfef244c.png"
spatula,17530,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/cb884db9cd36448.png"
spatula,12360,51,1023,4.985,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/27fb9ee2a62c4b9.png"
spatula,12681,42,1023,4.106,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/40fc3e21cc4640c.png"
spatula,2074,960,1023,93.842,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/e9817d6cf8124d9.png"
spatula,16865,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/1a4c034b6f9a499.png"
spatula,905,1010,1023,98.729,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/3235c468252a4ac.png"
spatula,4618,731,1023,71.457,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/e98b5c18cbf04dd.png"
spatula,13391,27,1023,2.639,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/013c8a8d39a2466.png"
spatula,9491,191,1023,18.671,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/cb0d1d28c4964aa.png"
spatula,15057,6,1023,0.587,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/340af66d95cc454.png"
spatula,16196,1,1023,0.098,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/ec75db0aed1b435.png"
spatula,1541,987,1023,96.481,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/f775c9ec5b424f6.png"
spatula,14020,16,1023,1.564,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/3c685d6048764a0.png"
spatula,1071,1005,1023,98.240,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/d870595095a1440.png"
spatula,13596,23,1023,2.248,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/45a48320f6684af.png"
spatula,199,1022,1023,99.902,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/84b647753421418.png"
spatula,3559,843,1023,82.405,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/b4c26d92572f435.png"
spatula,13393,27,1023,2.639,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/a2ec11e4a1184a8.png"
spatula,204,1022,1023,99.902,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/ed57bd87f611464.png"
spatula,3874,813,1023,79.472,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/7f2d5b6c36204f4.png"
spatula,303,1022,1023,99.902,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/862399796dd44b1.png"
spatula,9088,223,1023,21.799,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/a8fde23430e54be.png"
spatula,1005,1007,1023,98.436,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/788c738748844eb.png"
spatula,5383,639,1023,62.463,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/9e6f7d1d63e8494.png"
spatula,2079,960,1023,93.842,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/1ed31524500d422.png"
spatula,17518,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/4aec08c455ae4bc.png"
spatula,6568,494,1023,48.289,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/8423bb56182e42c.png"
spatula,1680,980,1023,95.797,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/31b82c1745a7429.png"
spatula,12180,56,1023,5.474,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/437d27037831431.png"
spatula,6074,554,1023,54.154,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/8d9ce14de8e54bf.png"
spatula,362,1021,1023,99.804,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/7e731d4a5ecd481.png"
spatula,13990,17,1023,1.662,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/36d56f32ca04480.png"
spatula,1066,1005,1023,98.240,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/a0f24f462fe34ea.png"
spatula,13183,31,1023,3.030,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/92d2dfceea2a417.png"
spatula,1921,968,1023,94.624,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/e55e99f037614a1.png"
spatula,1649,981,1023,95.894,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/97eadd4925624b8.png"
spatula,11345,86,1023,8.407,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/885785b701fa4d2.png"
spatula,1450,991,1023,96.872,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/cd7bcb4a91994ab.png"
spatula,2473,934,1023,91.300,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/2845efb1a2d941a.png"
spatula,5120,669,1023,65.396,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/3b983e0f4781413.png"
spatula,5606,611,1023,59.726,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/864fb891e6944b2.png"
spatula,9307,206,1023,20.137,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/d87f469e208d414.png"
spatula,5152,666,1023,65.103,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/e58b69a54fab489.png"
spatula,14413,11,1023,1.075,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/f9cc973fd2f844b.png"
spatula,8967,234,1023,22.874,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/f2d07142a0734a6.png"
spatula,6532,499,1023,48.778,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/0a08176599b1463.png"
spatula,18214,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/5b70755b9d97499.png"
spatula,8569,272,1023,26.588,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/236a8ce161ac4f1.png"
spatula,11932,64,1023,6.256,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/8934fb739f24414.png"
spatula,7057,435,1023,42.522,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/a3e04decb82d4a8.png"
spatula,6480,504,1023,49.267,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/375423a8691d4be.png"
spatula,2417,938,1023,91.691,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/aa9ae620b4aa454.png"
spatula,9744,172,1023,16.813,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/66369d357498480.png"
spatula,214,1022,1023,99.902,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/d1d7436d8f42421.png"
spatula,1343,995,1023,97.263,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/76b9bcb9d4bb4e2.png"
spatula,4118,787,1023,76.931,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/84887ce5d5654ed.png"
spatula,13814,19,1023,1.857,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/43f5ad19237b459.png"
spatula,2004,963,1023,94.135,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/fb84a6e55ac04b5.png"
spatula,2400,939,1023,91.789,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/75552a24aa7b437.png"
spatula,5344,643,1023,62.854,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/9bf46357aef6413.png"
spatula,749,1014,1023,99.120,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/91d79e37f3fa458.png"
spatula,12126,58,1023,5.670,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/998e296d11384c3.png"
spatula,7728,355,1023,34.702,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/cbfbcc1d84fe4d3.png"
spatula,10526,124,1023,12.121,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/f4760b43990a45b.png"
spatula,2662,922,1023,90.127,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/b509f08ed0f64b9.png"
spatula,6265,532,1023,52.004,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/8ef289fbf14c452.png"
spatula,17962,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/0d08ce172677445.png"
spatula,13182,31,1023,3.030,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/ee7503c3180b4ff.png"
spatula,8858,244,1023,23.851,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/d85abd5b1cce499.png"
spatula,9581,183,1023,17.889,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/1a9f4ce6a40644c.png"
spatula,13570,23,1023,2.248,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/624c13c4e88548d.png"
spatula,5396,637,1023,62.268,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/5e367de10715482.png"
spatula,3948,805,1023,78.690,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/e5ea7daddcfd49f.png"
spatula,2412,938,1023,91.691,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/09a61111a6b7490.png"
spatula,10727,113,1023,11.046,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/4a72857df9c64f4.png"
spatula,13939,17,1023,1.662,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/85c8e019f44e422.png"
spatula,1065,1005,1023,98.240,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/c8cddb52910243e.png"
spatula,5168,664,1023,64.907,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/72e323ab29be4d0.png"
spatula,8420,286,1023,27.957,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/6ac27823632844b.png"
spatula,18553,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/010dcb6ae70e4bd.png"
spatula,4301,768,1023,75.073,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/148b462e26dd47b.png"
spatula,4292,769,1023,75.171,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/bc35b841f27c446.png"
spatula,3269,873,1023,85.337,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/2d7828ecd11e458.png"
spatula,1040,1006,1023,98.338,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/3e43c69784b749d.png"
spatula,6960,446,1023,43.597,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/f40d31ddec6443c.png"
spatula,4275,771,1023,75.367,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/5d7c1a602cbd421.png"
spatula,14440,11,1023,1.075,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/spatula/31624f101bec4ff.png"
iron_for_clothes,7959,331,1023,32.356,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/fe0f252f58834bb.png"
iron_for_clothes,11848,67,1023,6.549,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/0912477409684fb.png"
iron_for_clothes,975,1008,1023,98.534,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/68ee41b651e9455.png"
iron_for_clothes,6165,545,1023,53.275,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/88c890e216d24e2.png"
iron_for_clothes,678,1016,1023,99.316,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/80971d5d46b4475.png"
iron_for_clothes,5259,652,1023,63.734,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/1662561d2f384ae.png"
iron_for_clothes,753,1014,1023,99.120,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/fa3d109a69d24c4.png"
iron_for_clothes,3018,896,1023,87.586,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/607c5113ed8449e.png"
iron_for_clothes,1513,988,1023,96.579,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/a577574d502a4e3.png"
iron_for_clothes,6812,465,1023,45.455,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/77b126c1f2424a9.png"
iron_for_clothes,2107,958,1023,93.646,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/b59a3a57ca3c4ad.png"
iron_for_clothes,7742,354,1023,34.604,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/54b8f0f7e3da49f.png"
iron_for_clothes,2725,917,1023,89.638,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/cd9c336f4b96440.png"
iron_for_clothes,1052,1006,1023,98.338,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/243d9721f8dd4d5.png"
iron_for_clothes,8013,326,1023,31.867,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/cbc65732b4df4cd.png"
iron_for_clothes,4081,791,1023,77.322,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/949a4eea866a42c.png"
iron_for_clothes,10185,144,1023,14.076,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/c1007398a89a41a.png"
iron_for_clothes,2108,958,1023,93.646,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/281722d4bee44ee.png"
iron_for_clothes,2034,962,1023,94.037,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/0caa37f87d1644a.png"
iron_for_clothes,3818,818,1023,79.961,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/3d35f7371f93481.png"
iron_for_clothes,1381,994,1023,97.165,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/79b7e9c7043146a.png"
iron_for_clothes,9436,194,1023,18.964,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/bb76e404376c424.png"
iron_for_clothes,2805,912,1023,89.150,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/cb82e93f6a564fc.png"
iron_for_clothes,14658,9,1023,0.880,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/72280d18ef144ba.png"
iron_for_clothes,231,1022,1023,99.902,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/113d3f84ba76495.png"
iron_for_clothes,6021,560,1023,54.741,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/220095e78b174c6.png"
iron_for_clothes,4033,797,1023,77.908,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/b987e17fa94b414.png"
iron_for_clothes,3748,826,1023,80.743,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/0384575a3db2419.png"
iron_for_clothes,494,1019,1023,99.609,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/cf5070f8c425406.png"
iron_for_clothes,8991,231,1023,22.581,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/6853c97240d9446.png"
iron_for_clothes,8405,288,1023,28.152,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/96e9160a15b24a9.png"
iron_for_clothes,14049,16,1023,1.564,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/719f5c51561e486.png"
iron_for_clothes,10754,112,1023,10.948,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/dc46f3af2e3f4c2.png"
iron_for_clothes,8076,319,1023,31.183,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/iron_for_clothes/b34b97819ce84ff.png"
