example_index,path,steps_to_correct,universal_difficulty_rank
263,/home/projects/bagon/shared/imagenet512/val/n02493509/ILSVRC2012_val_00046148.JPEG,43,36780
264,/home/projects/bagon/shared/imagenet512/val/n07836838/ILSVRC2012_val_00015267.JPEG,21,36788
265,/home/projects/bagon/shared/imagenet512/val/n02490219/ILSVRC2012_val_00042278.JPEG,22,36817
266,/home/projects/bagon/shared/imagenet512/val/n03291819/ILSVRC2012_val_00023738.JPEG,26,36824
267,/home/projects/bagon/shared/imagenet512/val/n02481823/ILSVRC2012_val_00046741.JPEG,34,36871
268,/home/projects/bagon/shared/imagenet512/val/n01985128/ILSVRC2012_val_00021995.JPEG,17,36885
269,/home/projects/bagon/shared/imagenet512/val/n02669723/ILSVRC2012_val_00002220.JPEG,34,36887
270,/home/projects/bagon/shared/imagenet512/val/n03787032/ILSVRC2012_val_00031999.JPEG,3,36898
271,/home/projects/bagon/shared/imagenet512/val/n03482405/ILSVRC2012_val_00027756.JPEG,21,36908
272,/home/projects/bagon/shared/imagenet512/val/n01440764/ILSVRC2012_val_00037383.JPEG,26,36943
273,/home/projects/bagon/shared/imagenet512/val/n01756291/ILSVRC2012_val_00018563.JPEG,35,36996
274,/home/projects/bagon/shared/imagenet512/val/n03630383/ILSVRC2012_val_00011301.JPEG,21,37002
275,/home/projects/bagon/shared/imagenet512/val/n02669723/ILSVRC2012_val_00047015.JPEG,28,37030
276,/home/projects/bagon/shared/imagenet512/val/n03967562/ILSVRC2012_val_00005373.JPEG,9,37036
277,/home/projects/bagon/shared/imagenet512/val/n03916031/ILSVRC2012_val_00035878.JPEG,27,37056
278,/home/projects/bagon/shared/imagenet512/val/n02100877/ILSVRC2012_val_00030663.JPEG,30,37057
279,/home/projects/bagon/shared/imagenet512/val/n02105412/ILSVRC2012_val_00023038.JPEG,18,37060
280,/home/projects/bagon/shared/imagenet512/val/n02113712/ILSVRC2012_val_00001234.JPEG,20,37101
281,/home/projects/bagon/shared/imagenet512/val/n02109047/ILSVRC2012_val_00004710.JPEG,8,37114
282,/home/projects/bagon/shared/imagenet512/val/n02950826/ILSVRC2012_val_00009648.JPEG,26,37132
283,/home/projects/bagon/shared/imagenet512/val/n03803284/ILSVRC2012_val_00002446.JPEG,3,37133
284,/home/projects/bagon/shared/imagenet512/val/n01871265/ILSVRC2012_val_00027274.JPEG,25,37151
285,/home/projects/bagon/shared/imagenet512/val/n02276258/ILSVRC2012_val_00005000.JPEG,20,37161
286,/home/projects/bagon/shared/imagenet512/val/n04465501/ILSVRC2012_val_00030516.JPEG,31,37170
287,/home/projects/bagon/shared/imagenet512/val/n03794056/ILSVRC2012_val_00028156.JPEG,17,37189
288,/home/projects/bagon/shared/imagenet512/val/n03887697/ILSVRC2012_val_00013453.JPEG,18,37198
289,/home/projects/bagon/shared/imagenet512/val/n02088466/ILSVRC2012_val_00000909.JPEG,13,37206
290,/home/projects/bagon/shared/imagenet512/val/n02086240/ILSVRC2012_val_00026070.JPEG,35,37247
291,/home/projects/bagon/shared/imagenet512/val/n04259630/ILSVRC2012_val_00037401.JPEG,23,37262
292,/home/projects/bagon/shared/imagenet512/val/n02883205/ILSVRC2012_val_00003934.JPEG,32,37291
293,/home/projects/bagon/shared/imagenet512/val/n03000134/ILSVRC2012_val_00043280.JPEG,27,37352
294,/home/projects/bagon/shared/imagenet512/val/n04239074/ILSVRC2012_val_00027039.JPEG,31,37387
295,/home/projects/bagon/shared/imagenet512/val/n03742115/ILSVRC2012_val_00001318.JPEG,48,37462
296,/home/projects/bagon/shared/imagenet512/val/n02640242/ILSVRC2012_val_00017862.JPEG,12,37480
297,/home/projects/bagon/shared/imagenet512/val/n02090379/ILSVRC2012_val_00046432.JPEG,16,37507
298,/home/projects/bagon/shared/imagenet512/val/n01978287/ILSVRC2012_val_00020511.JPEG,22,37521
299,/home/projects/bagon/shared/imagenet512/val/n02110806/ILSVRC2012_val_00047019.JPEG,39,37543
300,/home/projects/bagon/shared/imagenet512/val/n03706229/ILSVRC2012_val_00036426.JPEG,24,37561
301,/home/projects/bagon/shared/imagenet512/val/n01985128/ILSVRC2012_val_00049657.JPEG,16,37588
302,/home/projects/bagon/shared/imagenet512/val/n04367480/ILSVRC2012_val_00016625.JPEG,20,37605
303,/home/projects/bagon/shared/imagenet512/val/n02536864/ILSVRC2012_val_00018581.JPEG,13,37624
304,/home/projects/bagon/shared/imagenet512/val/n04033901/ILSVRC2012_val_00007590.JPEG,17,37637
305,/home/projects/bagon/shared/imagenet512/val/n02488291/ILSVRC2012_val_00047372.JPEG,26,37640
306,/home/projects/bagon/shared/imagenet512/val/n04366367/ILSVRC2012_val_00003564.JPEG,29,37646
307,/home/projects/bagon/shared/imagenet512/val/n02492035/ILSVRC2012_val_00016791.JPEG,22,37653
308,/home/projects/bagon/shared/imagenet512/val/n02110185/ILSVRC2012_val_00046687.JPEG,17,37659
309,/home/projects/bagon/shared/imagenet512/val/n02877765/ILSVRC2012_val_00047879.JPEG,17,37698
310,/home/projects/bagon/shared/imagenet512/val/n03803284/ILSVRC2012_val_00016404.JPEG,9,37701
311,/home/projects/bagon/shared/imagenet512/val/n02091635/ILSVRC2012_val_00002397.JPEG,61,37717
312,/home/projects/bagon/shared/imagenet512/val/n02113712/ILSVRC2012_val_00046788.JPEG,15,37783
313,/home/projects/bagon/shared/imagenet512/val/n03028079/ILSVRC2012_val_00023000.JPEG,21,37792
314,/home/projects/bagon/shared/imagenet512/val/n01773157/ILSVRC2012_val_00024404.JPEG,49,37828
315,/home/projects/bagon/shared/imagenet512/val/n04404412/ILSVRC2012_val_00005851.JPEG,29,37842
316,/home/projects/bagon/shared/imagenet512/val/n02783161/ILSVRC2012_val_00016206.JPEG,23,37865
317,/home/projects/bagon/shared/imagenet512/val/n04522168/ILSVRC2012_val_00034387.JPEG,24,37911
318,/home/projects/bagon/shared/imagenet512/val/n02363005/ILSVRC2012_val_00040322.JPEG,23,37927
319,/home/projects/bagon/shared/imagenet512/val/n03733805/ILSVRC2012_val_00040274.JPEG,18,37964
320,/home/projects/bagon/shared/imagenet512/val/n02093256/ILSVRC2012_val_00038280.JPEG,31,37981
321,/home/projects/bagon/shared/imagenet512/val/n04251144/ILSVRC2012_val_00015061.JPEG,9,38001
322,/home/projects/bagon/shared/imagenet512/val/n02124075/ILSVRC2012_val_00026412.JPEG,18,38008
323,/home/projects/bagon/shared/imagenet512/val/n04476259/ILSVRC2012_val_00039255.JPEG,12,38013
324,/home/projects/bagon/shared/imagenet512/val/n02787622/ILSVRC2012_val_00011139.JPEG,18,38014
325,/home/projects/bagon/shared/imagenet512/val/n01737021/ILSVRC2012_val_00024682.JPEG,32,38019
326,/home/projects/bagon/shared/imagenet512/val/n02110185/ILSVRC2012_val_00040200.JPEG,26,38020
327,/home/projects/bagon/shared/imagenet512/val/n03017168/ILSVRC2012_val_00036837.JPEG,8,38021
328,/home/projects/bagon/shared/imagenet512/val/n03372029/ILSVRC2012_val_00016025.JPEG,17,38039
329,/home/projects/bagon/shared/imagenet512/val/n02058221/ILSVRC2012_val_00003410.JPEG,23,38116
330,/home/projects/bagon/shared/imagenet512/val/n02105412/ILSVRC2012_val_00008397.JPEG,46,38163
331,/home/projects/bagon/shared/imagenet512/val/n02097209/ILSVRC2012_val_00010718.JPEG,24,38199
332,/home/projects/bagon/shared/imagenet512/val/n03673027/ILSVRC2012_val_00000664.JPEG,33,38209
333,/home/projects/bagon/shared/imagenet512/val/n02747177/ILSVRC2012_val_00007643.JPEG,1,38224
334,/home/projects/bagon/shared/imagenet512/val/n04336792/ILSVRC2012_val_00028123.JPEG,7,38247
335,/home/projects/bagon/shared/imagenet512/val/n01855032/ILSVRC2012_val_00035647.JPEG,26,38316
336,/home/projects/bagon/shared/imagenet512/val/n04209239/ILSVRC2012_val_00025112.JPEG,37,38415
337,/home/projects/bagon/shared/imagenet512/val/n04125021/ILSVRC2012_val_00047300.JPEG,50,38422
338,/home/projects/bagon/shared/imagenet512/val/n04041544/ILSVRC2012_val_00038611.JPEG,40,38480
339,/home/projects/bagon/shared/imagenet512/val/n01817953/ILSVRC2012_val_00024592.JPEG,25,38505
340,/home/projects/bagon/shared/imagenet512/val/n03110669/ILSVRC2012_val_00034594.JPEG,18,38546
341,/home/projects/bagon/shared/imagenet512/val/n01632777/ILSVRC2012_val_00045553.JPEG,36,38550
342,/home/projects/bagon/shared/imagenet512/val/n02100236/ILSVRC2012_val_00043315.JPEG,19,38568
343,/home/projects/bagon/shared/imagenet512/val/n02777292/ILSVRC2012_val_00007385.JPEG,23,38579
344,/home/projects/bagon/shared/imagenet512/val/n04548362/ILSVRC2012_val_00028532.JPEG,30,38588
345,/home/projects/bagon/shared/imagenet512/val/n02119789/ILSVRC2012_val_00040503.JPEG,35,38601
346,/home/projects/bagon/shared/imagenet512/val/n03249569/ILSVRC2012_val_00043237.JPEG,25,38617
347,/home/projects/bagon/shared/imagenet512/val/n02356798/ILSVRC2012_val_00020198.JPEG,41,38646
348,/home/projects/bagon/shared/imagenet512/val/n03661043/ILSVRC2012_val_00019693.JPEG,26,38676
349,/home/projects/bagon/shared/imagenet512/val/n02690373/ILSVRC2012_val_00033161.JPEG,39,38718
350,/home/projects/bagon/shared/imagenet512/val/n03532672/ILSVRC2012_val_00005540.JPEG,9,38772
351,/home/projects/bagon/shared/imagenet512/val/n04380533/ILSVRC2012_val_00013216.JPEG,27,38789
352,/home/projects/bagon/shared/imagenet512/val/n01873310/ILSVRC2012_val_00028153.JPEG,17,38824
353,/home/projects/bagon/shared/imagenet512/val/n02823750/ILSVRC2012_val_00037085.JPEG,32,38849
354,/home/projects/bagon/shared/imagenet512/val/n01693334/ILSVRC2012_val_00047908.JPEG,47,38863
355,/home/projects/bagon/shared/imagenet512/val/n03223299/ILSVRC2012_val_00034663.JPEG,14,38885
356,/home/projects/bagon/shared/imagenet512/val/n01737021/ILSVRC2012_val_00028861.JPEG,14,38890
357,/home/projects/bagon/shared/imagenet512/val/n07836838/ILSVRC2012_val_00047306.JPEG,11,38927
358,/home/projects/bagon/shared/imagenet512/val/n02109047/ILSVRC2012_val_00001408.JPEG,16,38928
359,/home/projects/bagon/shared/imagenet512/val/n01978455/ILSVRC2012_val_00021385.JPEG,22,38932
360,/home/projects/bagon/shared/imagenet512/val/n03995372/ILSVRC2012_val_00005681.JPEG,25,38939
361,/home/projects/bagon/shared/imagenet512/val/n02137549/ILSVRC2012_val_00000518.JPEG,33,38947
362,/home/projects/bagon/shared/imagenet512/val/n02871525/ILSVRC2012_val_00043099.JPEG,44,38966
363,/home/projects/bagon/shared/imagenet512/val/n02105412/ILSVRC2012_val_00037703.JPEG,25,38982
364,/home/projects/bagon/shared/imagenet512/val/n06785654/ILSVRC2012_val_00036669.JPEG,21,38990
365,/home/projects/bagon/shared/imagenet512/val/n02906734/ILSVRC2012_val_00026107.JPEG,11,39017
366,/home/projects/bagon/shared/imagenet512/val/n03658185/ILSVRC2012_val_00004567.JPEG,30,39080
367,/home/projects/bagon/shared/imagenet512/val/n02233338/ILSVRC2012_val_00033184.JPEG,16,39140
368,/home/projects/bagon/shared/imagenet512/val/n03743016/ILSVRC2012_val_00031063.JPEG,32,39189
369,/home/projects/bagon/shared/imagenet512/val/n02113624/ILSVRC2012_val_00001448.JPEG,21,39192
370,/home/projects/bagon/shared/imagenet512/val/n04507155/ILSVRC2012_val_00014596.JPEG,24,39245
371,/home/projects/bagon/shared/imagenet512/val/n02412080/ILSVRC2012_val_00004978.JPEG,27,39258
372,/home/projects/bagon/shared/imagenet512/val/n03717622/ILSVRC2012_val_00041537.JPEG,25,39270
373,/home/projects/bagon/shared/imagenet512/val/n07720875/ILSVRC2012_val_00047598.JPEG,31,39298
374,/home/projects/bagon/shared/imagenet512/val/n02412080/ILSVRC2012_val_00016555.JPEG,20,39343
375,/home/projects/bagon/shared/imagenet512/val/n03041632/ILSVRC2012_val_00010577.JPEG,15,39347
376,/home/projects/bagon/shared/imagenet512/val/n03761084/ILSVRC2012_val_00003754.JPEG,53,39356
377,/home/projects/bagon/shared/imagenet512/val/n02487347/ILSVRC2012_val_00026995.JPEG,28,39361
378,/home/projects/bagon/shared/imagenet512/val/n07248320/ILSVRC2012_val_00004738.JPEG,18,39385
379,/home/projects/bagon/shared/imagenet512/val/n04141975/ILSVRC2012_val_00001091.JPEG,6,39422
380,/home/projects/bagon/shared/imagenet512/val/n07615774/ILSVRC2012_val_00042828.JPEG,1,39466
381,/home/projects/bagon/shared/imagenet512/val/n04332243/ILSVRC2012_val_00029625.JPEG,18,39483
382,/home/projects/bagon/shared/imagenet512/val/n03967562/ILSVRC2012_val_00027606.JPEG,19,39488
383,/home/projects/bagon/shared/imagenet512/val/n03692522/ILSVRC2012_val_00012274.JPEG,18,39498
384,/home/projects/bagon/shared/imagenet512/val/n02776631/ILSVRC2012_val_00027953.JPEG,23,39520
385,/home/projects/bagon/shared/imagenet512/val/n03291819/ILSVRC2012_val_00018094.JPEG,25,39538
386,/home/projects/bagon/shared/imagenet512/val/n04026417/ILSVRC2012_val_00035568.JPEG,15,39578
387,/home/projects/bagon/shared/imagenet512/val/n03584254/ILSVRC2012_val_00021026.JPEG,33,39596
388,/home/projects/bagon/shared/imagenet512/val/n04254777/ILSVRC2012_val_00013608.JPEG,32,39597
389,/home/projects/bagon/shared/imagenet512/val/n04371774/ILSVRC2012_val_00023959.JPEG,15,39622
390,/home/projects/bagon/shared/imagenet512/val/n03179701/ILSVRC2012_val_00020776.JPEG,35,39662
391,/home/projects/bagon/shared/imagenet512/val/n03895866/ILSVRC2012_val_00017034.JPEG,48,39684
392,/home/projects/bagon/shared/imagenet512/val/n03188531/ILSVRC2012_val_00037550.JPEG,17,39721
393,/home/projects/bagon/shared/imagenet512/val/n01630670/ILSVRC2012_val_00005868.JPEG,26,39752
394,/home/projects/bagon/shared/imagenet512/val/n02104029/ILSVRC2012_val_00029261.JPEG,19,39791
395,/home/projects/bagon/shared/imagenet512/val/n01978455/ILSVRC2012_val_00044632.JPEG,24,39805
396,/home/projects/bagon/shared/imagenet512/val/n04270147/ILSVRC2012_val_00015649.JPEG,1,39811
397,/home/projects/bagon/shared/imagenet512/val/n02747177/ILSVRC2012_val_00049367.JPEG,19,39837
398,/home/projects/bagon/shared/imagenet512/val/n04525038/ILSVRC2012_val_00028997.JPEG,18,39851
399,/home/projects/bagon/shared/imagenet512/val/n04127249/ILSVRC2012_val_00004233.JPEG,12,39898
400,/home/projects/bagon/shared/imagenet512/val/n02971356/ILSVRC2012_val_00022906.JPEG,22,39909
401,/home/projects/bagon/shared/imagenet512/val/n02906734/ILSVRC2012_val_00008097.JPEG,22,39932
402,/home/projects/bagon/shared/imagenet512/val/n03840681/ILSVRC2012_val_00014785.JPEG,9,39990
403,/home/projects/bagon/shared/imagenet512/val/n02124075/ILSVRC2012_val_00046964.JPEG,18,40015
404,/home/projects/bagon/shared/imagenet512/val/n04019541/ILSVRC2012_val_00048262.JPEG,19,40078
405,/home/projects/bagon/shared/imagenet512/val/n02109047/ILSVRC2012_val_00048145.JPEG,14,40085
406,/home/projects/bagon/shared/imagenet512/val/n02110063/ILSVRC2012_val_00008270.JPEG,20,40089
407,/home/projects/bagon/shared/imagenet512/val/n02089867/ILSVRC2012_val_00010950.JPEG,36,40106
408,/home/projects/bagon/shared/imagenet512/val/n03787032/ILSVRC2012_val_00040935.JPEG,10,40133
409,/home/projects/bagon/shared/imagenet512/val/n06874185/ILSVRC2012_val_00021177.JPEG,19,40144
410,/home/projects/bagon/shared/imagenet512/val/n03950228/ILSVRC2012_val_00008882.JPEG,21,40150
411,/home/projects/bagon/shared/imagenet512/val/n03075370/ILSVRC2012_val_00046514.JPEG,15,40232
412,/home/projects/bagon/shared/imagenet512/val/n03958227/ILSVRC2012_val_00029044.JPEG,21,40243
413,/home/projects/bagon/shared/imagenet512/val/n03249569/ILSVRC2012_val_00016663.JPEG,16,40248
414,/home/projects/bagon/shared/imagenet512/val/n02999410/ILSVRC2012_val_00009591.JPEG,13,40264
415,/home/projects/bagon/shared/imagenet512/val/n04589890/ILSVRC2012_val_00035963.JPEG,21,40271
416,/home/projects/bagon/shared/imagenet512/val/n03476991/ILSVRC2012_val_00021548.JPEG,42,40340
417,/home/projects/bagon/shared/imagenet512/val/n02226429/ILSVRC2012_val_00023570.JPEG,29,40348
418,/home/projects/bagon/shared/imagenet512/val/n03630383/ILSVRC2012_val_00015323.JPEG,24,40377
419,/home/projects/bagon/shared/imagenet512/val/n03929660/ILSVRC2012_val_00018730.JPEG,33,40446
420,/home/projects/bagon/shared/imagenet512/val/n04532670/ILSVRC2012_val_00028767.JPEG,27,40459
421,/home/projects/bagon/shared/imagenet512/val/n02790996/ILSVRC2012_val_00016261.JPEG,13,40461
422,/home/projects/bagon/shared/imagenet512/val/n03866082/ILSVRC2012_val_00028311.JPEG,25,40469
423,/home/projects/bagon/shared/imagenet512/val/n02794156/ILSVRC2012_val_00005441.JPEG,25,40485
424,/home/projects/bagon/shared/imagenet512/val/n04146614/ILSVRC2012_val_00022679.JPEG,23,40488
425,/home/projects/bagon/shared/imagenet512/val/n03110669/ILSVRC2012_val_00014951.JPEG,16,40493
426,/home/projects/bagon/shared/imagenet512/val/n01871265/ILSVRC2012_val_00038632.JPEG,22,40526
427,/home/projects/bagon/shared/imagenet512/val/n03843555/ILSVRC2012_val_00047376.JPEG,22,40545
428,/home/projects/bagon/shared/imagenet512/val/n04209133/ILSVRC2012_val_00013723.JPEG,14,40560
429,/home/projects/bagon/shared/imagenet512/val/n03633091/ILSVRC2012_val_00011185.JPEG,20,40579
430,/home/projects/bagon/shared/imagenet512/val/n03494278/ILSVRC2012_val_00018302.JPEG,18,40592
431,/home/projects/bagon/shared/imagenet512/val/n02927161/ILSVRC2012_val_00044970.JPEG,37,40600
432,/home/projects/bagon/shared/imagenet512/val/n03954731/ILSVRC2012_val_00037755.JPEG,24,40694
433,/home/projects/bagon/shared/imagenet512/val/n01749939/ILSVRC2012_val_00049542.JPEG,27,40711
434,/home/projects/bagon/shared/imagenet512/val/n02105505/ILSVRC2012_val_00032099.JPEG,27,40719
435,/home/projects/bagon/shared/imagenet512/val/n09193705/ILSVRC2012_val_00025919.JPEG,26,40727
436,/home/projects/bagon/shared/imagenet512/val/n03944341/ILSVRC2012_val_00028761.JPEG,12,40814
437,/home/projects/bagon/shared/imagenet512/val/n02077923/ILSVRC2012_val_00000033.JPEG,14,40851
438,/home/projects/bagon/shared/imagenet512/val/n02132136/ILSVRC2012_val_00017155.JPEG,37,40854
439,/home/projects/bagon/shared/imagenet512/val/n02099267/ILSVRC2012_val_00022333.JPEG,8,40872
440,/home/projects/bagon/shared/imagenet512/val/n02107142/ILSVRC2012_val_00022474.JPEG,23,40912
441,/home/projects/bagon/shared/imagenet512/val/n01667114/ILSVRC2012_val_00025567.JPEG,34,40927
442,/home/projects/bagon/shared/imagenet512/val/n03920288/ILSVRC2012_val_00023466.JPEG,47,40933
443,/home/projects/bagon/shared/imagenet512/val/n04081281/ILSVRC2012_val_00006031.JPEG,18,40937
444,/home/projects/bagon/shared/imagenet512/val/n03998194/ILSVRC2012_val_00049687.JPEG,15,40938
445,/home/projects/bagon/shared/imagenet512/val/n04154565/ILSVRC2012_val_00011280.JPEG,21,40970
446,/home/projects/bagon/shared/imagenet512/val/n09421951/ILSVRC2012_val_00048253.JPEG,18,40972
447,/home/projects/bagon/shared/imagenet512/val/n02096177/ILSVRC2012_val_00030394.JPEG,31,40997
448,/home/projects/bagon/shared/imagenet512/val/n12144580/ILSVRC2012_val_00027392.JPEG,21,41005
449,/home/projects/bagon/shared/imagenet512/val/n03761084/ILSVRC2012_val_00047421.JPEG,31,41026
450,/home/projects/bagon/shared/imagenet512/val/n04208210/ILSVRC2012_val_00021349.JPEG,1,41041
451,/home/projects/bagon/shared/imagenet512/val/n03032252/ILSVRC2012_val_00030890.JPEG,28,41075
452,/home/projects/bagon/shared/imagenet512/val/n03776460/ILSVRC2012_val_00029643.JPEG,53,41080
453,/home/projects/bagon/shared/imagenet512/val/n04376876/ILSVRC2012_val_00039903.JPEG,21,41093
454,/home/projects/bagon/shared/imagenet512/val/n02168699/ILSVRC2012_val_00047337.JPEG,25,41103
455,/home/projects/bagon/shared/imagenet512/val/n02808440/ILSVRC2012_val_00048621.JPEG,19,41122
456,/home/projects/bagon/shared/imagenet512/val/n03676483/ILSVRC2012_val_00048986.JPEG,30,41175
457,/home/projects/bagon/shared/imagenet512/val/n01983481/ILSVRC2012_val_00038454.JPEG,21,41190
458,/home/projects/bagon/shared/imagenet512/val/n03777754/ILSVRC2012_val_00038834.JPEG,44,41204
459,/home/projects/bagon/shared/imagenet512/val/n02927161/ILSVRC2012_val_00000071.JPEG,31,41251
460,/home/projects/bagon/shared/imagenet512/val/n03814639/ILSVRC2012_val_00001954.JPEG,19,41261
461,/home/projects/bagon/shared/imagenet512/val/n04346328/ILSVRC2012_val_00017856.JPEG,19,41282
462,/home/projects/bagon/shared/imagenet512/val/n03832673/ILSVRC2012_val_00027698.JPEG,30,41348
463,/home/projects/bagon/shared/imagenet512/val/n03977966/ILSVRC2012_val_00044943.JPEG,52,41355
464,/home/projects/bagon/shared/imagenet512/val/n01693334/ILSVRC2012_val_00004102.JPEG,47,41362
465,/home/projects/bagon/shared/imagenet512/val/n04355933/ILSVRC2012_val_00020228.JPEG,13,41378
466,/home/projects/bagon/shared/imagenet512/val/n03633091/ILSVRC2012_val_00040857.JPEG,1,41379
467,/home/projects/bagon/shared/imagenet512/val/n03937543/ILSVRC2012_val_00047389.JPEG,19,41384
468,/home/projects/bagon/shared/imagenet512/val/n03584254/ILSVRC2012_val_00026160.JPEG,18,41404
469,/home/projects/bagon/shared/imagenet512/val/n04525038/ILSVRC2012_val_00047348.JPEG,49,41412
470,/home/projects/bagon/shared/imagenet512/val/n04263257/ILSVRC2012_val_00008511.JPEG,39,41416
471,/home/projects/bagon/shared/imagenet512/val/n03347037/ILSVRC2012_val_00002272.JPEG,18,41428
472,/home/projects/bagon/shared/imagenet512/val/n04325704/ILSVRC2012_val_00018510.JPEG,26,41434
473,/home/projects/bagon/shared/imagenet512/val/n02114855/ILSVRC2012_val_00040727.JPEG,23,41436
474,/home/projects/bagon/shared/imagenet512/val/n03498962/ILSVRC2012_val_00017118.JPEG,18,41444
475,/home/projects/bagon/shared/imagenet512/val/n03770679/ILSVRC2012_val_00027151.JPEG,33,41478
476,/home/projects/bagon/shared/imagenet512/val/n03724870/ILSVRC2012_val_00000987.JPEG,12,41509
477,/home/projects/bagon/shared/imagenet512/val/n04552348/ILSVRC2012_val_00018147.JPEG,31,41530
478,/home/projects/bagon/shared/imagenet512/val/n01930112/ILSVRC2012_val_00015650.JPEG,22,41543
479,/home/projects/bagon/shared/imagenet512/val/n07932039/ILSVRC2012_val_00043644.JPEG,19,41544
480,/home/projects/bagon/shared/imagenet512/val/n01877812/ILSVRC2012_val_00019476.JPEG,25,41547
481,/home/projects/bagon/shared/imagenet512/val/n02794156/ILSVRC2012_val_00036595.JPEG,40,41567
482,/home/projects/bagon/shared/imagenet512/val/n03047690/ILSVRC2012_val_00023903.JPEG,8,41569
483,/home/projects/bagon/shared/imagenet512/val/n02169497/ILSVRC2012_val_00048058.JPEG,52,41593
484,/home/projects/bagon/shared/imagenet512/val/n04149813/ILSVRC2012_val_00018396.JPEG,37,41597
485,/home/projects/bagon/shared/imagenet512/val/n03216828/ILSVRC2012_val_00014260.JPEG,41,41641
486,/home/projects/bagon/shared/imagenet512/val/n04005630/ILSVRC2012_val_00011132.JPEG,18,41664
487,/home/projects/bagon/shared/imagenet512/val/n07717410/ILSVRC2012_val_00015486.JPEG,34,41668
488,/home/projects/bagon/shared/imagenet512/val/n04485082/ILSVRC2012_val_00000955.JPEG,16,41686
489,/home/projects/bagon/shared/imagenet512/val/n03729826/ILSVRC2012_val_00025397.JPEG,23,41696
490,/home/projects/bagon/shared/imagenet512/val/n03216828/ILSVRC2012_val_00037556.JPEG,24,41700
491,/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00049230.JPEG,25,41708
492,/home/projects/bagon/shared/imagenet512/val/n03649909/ILSVRC2012_val_00006009.JPEG,17,41745
493,/home/projects/bagon/shared/imagenet512/val/n01871265/ILSVRC2012_val_00041751.JPEG,23,41749
494,/home/projects/bagon/shared/imagenet512/val/n04522168/ILSVRC2012_val_00046900.JPEG,17,41787
495,/home/projects/bagon/shared/imagenet512/val/n03958227/ILSVRC2012_val_00037856.JPEG,15,41834
496,/home/projects/bagon/shared/imagenet512/val/n09332890/ILSVRC2012_val_00028191.JPEG,32,41836
497,/home/projects/bagon/shared/imagenet512/val/n15075141/ILSVRC2012_val_00001079.JPEG,16,41845
498,/home/projects/bagon/shared/imagenet512/val/n02088238/ILSVRC2012_val_00002111.JPEG,21,41854
499,/home/projects/bagon/shared/imagenet512/val/n03445924/ILSVRC2012_val_00006874.JPEG,26,41868
500,/home/projects/bagon/shared/imagenet512/val/n01496331/ILSVRC2012_val_00037260.JPEG,20,41919
501,/home/projects/bagon/shared/imagenet512/val/n03916031/ILSVRC2012_val_00021129.JPEG,19,41972
502,/home/projects/bagon/shared/imagenet512/val/n02690373/ILSVRC2012_val_00040136.JPEG,44,41981
503,/home/projects/bagon/shared/imagenet512/val/n04317175/ILSVRC2012_val_00014314.JPEG,12,41998
504,/home/projects/bagon/shared/imagenet512/val/n01580077/ILSVRC2012_val_00020905.JPEG,38,42029
505,/home/projects/bagon/shared/imagenet512/val/n04485082/ILSVRC2012_val_00033425.JPEG,21,42071
506,/home/projects/bagon/shared/imagenet512/val/n03866082/ILSVRC2012_val_00014561.JPEG,32,42078
507,/home/projects/bagon/shared/imagenet512/val/n04476259/ILSVRC2012_val_00041437.JPEG,9,42097
508,/home/projects/bagon/shared/imagenet512/val/n03485407/ILSVRC2012_val_00045552.JPEG,22,42104
509,/home/projects/bagon/shared/imagenet512/val/n02840245/ILSVRC2012_val_00022685.JPEG,25,42112
510,/home/projects/bagon/shared/imagenet512/val/n02097047/ILSVRC2012_val_00022713.JPEG,27,42133
511,/home/projects/bagon/shared/imagenet512/val/n02493509/ILSVRC2012_val_00001104.JPEG,26,42156
512,/home/projects/bagon/shared/imagenet512/val/n03761084/ILSVRC2012_val_00017051.JPEG,35,42179
513,/home/projects/bagon/shared/imagenet512/val/n04542943/ILSVRC2012_val_00027407.JPEG,21,42188
514,/home/projects/bagon/shared/imagenet512/val/n03710721/ILSVRC2012_val_00043449.JPEG,17,42204
515,/home/projects/bagon/shared/imagenet512/val/n04599235/ILSVRC2012_val_00016244.JPEG,26,42210
516,/home/projects/bagon/shared/imagenet512/val/n04008634/ILSVRC2012_val_00041790.JPEG,18,42222
517,/home/projects/bagon/shared/imagenet512/val/n03062245/ILSVRC2012_val_00002666.JPEG,29,42247
518,/home/projects/bagon/shared/imagenet512/val/n03535780/ILSVRC2012_val_00034565.JPEG,29,42259
519,/home/projects/bagon/shared/imagenet512/val/n02107908/ILSVRC2012_val_00040222.JPEG,29,42266
520,/home/projects/bagon/shared/imagenet512/val/n03404251/ILSVRC2012_val_00036931.JPEG,14,42303
521,/home/projects/bagon/shared/imagenet512/val/n04552348/ILSVRC2012_val_00024613.JPEG,32,42305
522,/home/projects/bagon/shared/imagenet512/val/n02730930/ILSVRC2012_val_00034582.JPEG,32,42312
523,/home/projects/bagon/shared/imagenet512/val/n02971356/ILSVRC2012_val_00008083.JPEG,17,42313
524,/home/projects/bagon/shared/imagenet512/val/n02096294/ILSVRC2012_val_00003690.JPEG,50,42329
525,/home/projects/bagon/shared/imagenet512/val/n07716358/ILSVRC2012_val_00042295.JPEG,42,42354
